Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.01    0.00    6432/6432        mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[46]     0.1    0.01    0.00    6432         mpcd::(anonymous namespace)::sample_hard_inlet_cell_particles(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, mpcd::(anonymous namespace)::HardReservoirCell const&, unsigned long, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, unsigned long&, mpcd::BoundaryDiagnostics&) [46]
                0.00    0.00  257832/8179603     mpcd::(anonymous namespace)::append_particle(mpcd::ParticleState&, double, double, double, double, unsigned int, double, mpcd::ParticleRole) [41]
                0.00    0.00  128088/8261072     mpcd::is_inactive_particle(mpcd::ParticleState const&, unsigned long) [49]
                0.00    0.00    6432/6433        mpcd::compute_cell_counts(mpcd::ParticleState const&, mpcd::CellGrid const&, mpcd::GridShift const&, mpcd::SimulationParams const&) [59]
                0.00    0.00    6432/6432        mpcd::(anonymous namespace)::face_tag(char const*) [81]
                0.00    0.00    6432/14854       std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand() [79]
-----------------------------------------------
                0.00    0.01   81027/81027       mpcd::(anonymous namespace)::make_virtual_face_contribution(double, double, double, double, double, double, double, double, double, unsigned long) [13]
[47]     0.1    0.00    0.01   81027         mpcd::immersed_solid_wall_velocity(mpcd::SimulationParams const&, double, double, double, double&, double&) [47]
                0.01    0.00   87847/17569014     mpcd::immersed_solid_shape(mpcd::SimulationParams const&) [10]
-----------------------------------------------
                0.01    0.00 7704374/7704374     mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[48]     0.1    0.01    0.00 7704374         mpcd::(anonymous namespace)::reflect_y(double, double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long&, unsigned long&, unsigned long, unsigned long, double, mpcd::(anonymous namespace)::ReflectionFailure&) [48]
                0.00    0.00    2893/2920        mpcd::(anonymous namespace)::reflect_x_as_solid_face(double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, char const*) [60]
                0.00    0.00    2893/2920        mpcd::(anonymous namespace)::wall_velocity_for_face(mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, double&, double&) [clone .constprop.0] [83]
-----------------------------------------------
                0.00    0.00  128088/8261072     mpcd::(anonymous namespace)::sample_hard_inlet_cell_particles(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, mpcd::(anonymous namespace)::HardReservoirCell const&, unsigned long, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, unsigned long&, mpcd::BoundaryDiagnostics&) [46]
                0.00    0.00  211213/8261072     mpcd::apply_resampling_insertion_operations(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::CellGrid const&) [6]
                0.01    0.00 7921771/8261072     mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[49]     0.1    0.01    0.00 8261072         mpcd::is_inactive_particle(mpcd::ParticleState const&, unsigned long) [49]
-----------------------------------------------
                0.00    0.00     200/1388243     mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [55]
                0.00    0.00     400/1388243     mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.01    0.00 1387643/1388243     mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
[50]     0.1    0.01    0.00 1388243         mpcd::fluid_domain_width(mpcd::FluidDomainBounds const&) [50]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.1    0.01    0.00                 void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [51]
-----------------------------------------------
                0.00    0.00       1/201         main [1]
                0.00    0.00     200/201         mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
[52]     0.0    0.00    0.00     201         mpcd::apply_immersed_solid_reflection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double) [52]
                0.00    0.00     201/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.00     402/17569014     mpcd::immersed_solid_shape(mpcd::SimulationParams const&) [10]
-----------------------------------------------
                0.00    0.00     200/200         mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
[53]     0.0    0.00    0.00     200         mpcd::apply_cell_relative_rescale_thermostat(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, std::vector<int, std::allocator<int> > const&, unsigned long, mpcd::ThermostatWorkspace&) [53]
                0.00    0.00     200/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.00     200/200         mpcd::resize_thermostat_workspace(mpcd::ThermostatWorkspace&, unsigned long, int, int) [105]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[54]     0.0    0.00    0.00       5         mpcd::compute_runtime_summary(mpcd::ParticleState const&, mpcd::SimulationParams const&, int, double, std::vector<unsigned int, std::allocator<unsigned int> > const*, mpcd::BoundaryDiagnostics const*, mpcd::ImmersedSolidDiagnostics const*, mpcd::CollisionDiagnostics const*, mpcd::Q6ProjectionDiagnostics const*, mpcd::ClosedCapacityResponseDiagnostics const*, mpcd::ThermostatDiagnostics const*, mpcd::WeightedResamplingDiagnostics const*, int) [54]
                0.00    0.00       5/1007        mpcd::count_particle_roles(mpcd::ParticleState const&) [38]
                0.00    0.00       5/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.00       5/206         mpcd::make_fluid_domain_bounds(mpcd::SimulationParams const&, double) [103]
                0.00    0.00       5/5           mpcd::fluid_domain_area(mpcd::FluidDomainBounds const&) [132]
-----------------------------------------------
                0.00    0.00     200/200         mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
[55]     0.0    0.00    0.00     200         mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [55]
                0.00    0.00     400/680317      std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&) [23]
                0.00    0.00   12800/30628338     mpcd::is_inlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00     200/1388243     mpcd::fluid_domain_width(mpcd::FluidDomainBounds const&) [50]
                0.00    0.00     200/40713471     mpcd::is_x_periodic(mpcd::SimulationParams const&) [28]
                0.00    0.00     200/34664590     mpcd::is_y_periodic(mpcd::SimulationParams const&) [37]
                0.00    0.00     200/400         mpcd::(anonymous namespace)::open_boundary_outlet_mode_is_hybrid(mpcd::SimulationParams const&) [98]
                0.00    0.00     200/1422442     mpcd::fluid_domain_height(mpcd::FluidDomainBounds const&) [71]
                0.00    0.00     200/200         mpcd::(anonymous namespace)::apply_segmented_hybrid_feedback(mpcd::EllipticProjectionBC&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&) [104]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[56]     0.0    0.00    0.00       3         mpcd::write_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mpcd::ParticleState const&) [56]
                0.00    0.00       3/423830      mpcd::ensure_particle_roles(mpcd::ParticleState&, mpcd::ParticleRole) [4]
                0.00    0.00       3/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.00      27/27          void mpcd::(anonymous namespace)::write_exact<unsigned long>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned long const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [119]
                0.00    0.00      24/24          void mpcd::(anonymous namespace)::write_exact<unsigned int>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned int const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
                0.00    0.00      15/15          void mpcd::(anonymous namespace)::write_vector<double>(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [125]
-----------------------------------------------
                0.00    0.00     200/200         mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
[57]     0.0    0.00    0.00     200         mpcd::build_immersed_solid_projection_mask(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, double) [57]
                0.00    0.00     200/680317      std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&) [23]
                0.00    0.00     200/17569014     mpcd::immersed_solid_shape(mpcd::SimulationParams const&) [10]
                0.00    0.00     200/40713471     mpcd::is_x_periodic(mpcd::SimulationParams const&) [28]
                0.00    0.00     200/34664590     mpcd::is_y_periodic(mpcd::SimulationParams const&) [37]
                0.00    0.00    1400/1519        std::vector<unsigned char, std::allocator<unsigned char> >::_M_fill_assign(unsigned long, unsigned char const&) [89]
                0.00    0.00     200/1285        mpcd::resize_periodic_face_field(mpcd::PeriodicFaceField&, int) [90]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[58]     0.0    0.00    0.00       1         mpcd::read_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
                0.00    0.00       1/212214      std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [9]
                0.00    0.00       1/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
                0.00    0.00       9/9           void mpcd::(anonymous namespace)::read_exact<unsigned long>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
                0.00    0.00       8/8           void mpcd::(anonymous namespace)::read_exact<unsigned int>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [130]
                0.00    0.00       5/5           void mpcd::(anonymous namespace)::read_vector<double>(std::basic_ifstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> >&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [131]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [156]
-----------------------------------------------
                0.00    0.00       1/6433        main [1]
                0.00    0.00    6432/6433        mpcd::(anonymous namespace)::sample_hard_inlet_cell_particles(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, mpcd::(anonymous namespace)::HardReservoirCell const&, unsigned long, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&, unsigned long&, mpcd::BoundaryDiagnostics&) [46]
[59]     0.0    0.00    0.00    6433         mpcd::compute_cell_counts(mpcd::ParticleState const&, mpcd::CellGrid const&, mpcd::GridShift const&, mpcd::SimulationParams const&) [59]
                0.00    0.00       1/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
-----------------------------------------------
                0.00    0.00      27/2920        mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
                0.00    0.00    2893/2920        mpcd::(anonymous namespace)::reflect_y(double, double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long&, unsigned long&, unsigned long, unsigned long, double, mpcd::(anonymous namespace)::ReflectionFailure&) [48]
[60]     0.0    0.00    0.00    2920         mpcd::(anonymous namespace)::reflect_x_as_solid_face(double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, char const*) [60]
                0.00    0.00      27/7704602     mpcd::(anonymous namespace)::hard_inlet_reservoir_enabled(mpcd::SimulationParams const&) [27]
                0.00    0.00      27/2920        mpcd::(anonymous namespace)::wall_velocity_for_face(mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, double&, double&) [clone .constprop.0] [83]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[61]     0.0    0.00    0.00       1         mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
                0.00    0.00       1/1           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00   13720/14620       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [80]
                0.00    0.00     454/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00     440/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
                0.00    0.00     107/107         std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [112]
                0.00    0.00      63/63          mpcd::(anonymous namespace)::is_open_boundary_segment_key(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
                0.00    0.00      61/61          mpcd::(anonymous namespace)::is_removed_open_aperture_key(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
                0.00    0.00      44/44          mpcd::(anonymous namespace)::parse_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [116]
                0.00    0.00      32/36          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [clone .constprop.0] [117]
                0.00    0.00      23/23          mpcd::(anonymous namespace)::parse_bool(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [121]
                0.00    0.00      21/21          mpcd::(anonymous namespace)::parse_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [122]
                0.00    0.00      14/28          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [118]
                0.00    0.00      14/14          mpcd::(anonymous namespace)::get_lower(std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [127]
                0.00    0.00       2/2           mpcd::(anonymous namespace)::parse_open_boundary_segment_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear() [155]
                0.00    0.00       1/1           mpcd::(anonymous namespace)::parse_u64(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [145]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[62]     0.0    0.00    0.00       1         mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00       2/30628338     mpcd::is_inlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00      45/14620       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [80]
                0.00    0.00      15/15          mpcd::is_solid_wall_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [126]
                0.00    0.00      12/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00      10/1646        mpcd::is_outlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [86]
                0.00    0.00       6/1643        mpcd::is_io_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87]
                0.00    0.00       4/36          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [clone .constprop.0] [117]
                0.00    0.00       4/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
                0.00    0.00       2/2           mpcd::(anonymous namespace)::lower(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [140]
                0.00    0.00       2/2           void std::__introsort_loop<__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mpcd::validate_simulation_params(mpcd::SimulationParams const&)::{lambda(mpcd::OpenBoundarySegment const&, mpcd::OpenBoundarySegment const&)#1}> >(__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, __gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mpcd::validate_simulation_params(mpcd::SimulationParams const&)::{lambda(mpcd::OpenBoundarySegment const&, mpcd::OpenBoundarySegment const&)#1}>) [144]
                0.00    0.00       2/2           void std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> >::_M_realloc_insert<mpcd::OpenBoundarySegment const&>(__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, mpcd::OpenBoundarySegment const&) [142]
                0.00    0.00       1/2           mpcd::normalized_inlet_reservoir_mode[abi:cxx11](mpcd::SimulationParams const&) [141]
                0.00    0.00       1/1           mpcd::hard_inlet_reservoir_requested(mpcd::SimulationParams const&) [152]
                0.00    0.00       1/1           mpcd::has_open_boundary_segments_on_y_axis(mpcd::SimulationParams const&) [154]
                0.00    0.00       1/1           mpcd::has_open_boundary_segments_on_x_axis(mpcd::SimulationParams const&) [153]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[63]     0.0    0.00    0.00       3         frame_dummy [63]
-----------------------------------------------
                0.00    0.00 7921771/31610060     mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
                0.00    0.00 23688289/31610060     mpcd::rebuild_resampling_particle_pool(mpcd::ParticleState const&, mpcd::ResamplingParticlePoolWorkspace&) [39]
[69]     0.0    0.00    0.00 31610060         mpcd::is_fluid_role(unsigned char) [69]
-----------------------------------------------
                0.00    0.00       1/2278882     mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&) [33]
                0.00    0.00 2278881/2278882     mpcd::apply_resampling_particle_mass_guards(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::WeightedResamplingDiagnostics const&, double) [11]
[70]     0.0    0.00    0.00 2278882         void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long const&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&) [70]
-----------------------------------------------
                0.00    0.00     200/1422442     mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [55]
                0.00    0.00     400/1422442     mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.00    0.00 1421842/1422442     mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
[71]     0.0    0.00    0.00 1422442         mpcd::fluid_domain_height(mpcd::FluidDomainBounds const&) [71]
-----------------------------------------------
                0.00    0.00  785604/785604      mpcd::apply_resampling_particle_mass_guards(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::WeightedResamplingDiagnostics const&, double) [11]
[72]     0.0    0.00    0.00  785604         std::vector<double, std::allocator<double> >::~vector() [72]
-----------------------------------------------
                0.00    0.00  602642/602642      mpcd::rebuild_resampling_particle_pool(mpcd::ParticleState const&, mpcd::ResamplingParticlePoolWorkspace&) [39]
[73]     0.0    0.00    0.00  602642         mpcd::is_latent_role(unsigned char) [73]
-----------------------------------------------
                0.00    0.00  602642/602642      mpcd::rebuild_resampling_particle_pool(mpcd::ParticleState const&, mpcd::ResamplingParticlePoolWorkspace&) [39]
[74]     0.0    0.00    0.00  602642         mpcd::is_inactive_role(unsigned char) [74]
-----------------------------------------------
                0.00    0.00   16393/227606      mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&) [33]
                0.00    0.00  211213/227606      mpcd::apply_resampling_extraction_operations(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace const&) [7]
[75]     0.0    0.00    0.00  227606         mpcd::resampling_pool_push_free_slot(mpcd::ResamplingParticlePoolWorkspace&, unsigned long) [75]
-----------------------------------------------
                0.00    0.00  215579/215579      mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[76]     0.0    0.00    0.00  215579         mpcd::(anonymous namespace)::point_in_inlet_reservoir(double, double, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&)::{lambda(char const*)#1}::operator()(char const*) const [76]
-----------------------------------------------
                0.00    0.00  110978/110978      mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[77]     0.0    0.00    0.00  110978         mpcd::compute_periodic_face_divergence(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&) [77]
-----------------------------------------------
